Date,Open,High,Low,Close,Volume,Adj. Close
07-09-18,1938.709961,1975.199951,1937.349976,1952.069946,4892600,1952.069946
10-09-18,1971,1973.040039,1931.52002,1939.01001,4544800,1939.01001
11-09-18,1928.27002,1988.880005,1917,1987.150024,5033600,1987.150024
12-09-18,1994,2000,1962.439941,1990,4414000,1990
13-09-18,2000,2008.76001,1982.030029,1989.869995,3621500,1989.869995
14-09-18,1992.930054,1993.650024,1959.219971,1970.189941,3642000,1970.189941
17-09-18,1954.72998,1956.819946,1887.410034,1908.030029,7050200,1908.030029
18-09-18,1918.650024,1958.199951,1915.439941,1941.050049,4268700,1941.050049
19-09-18,1940.5,1940.829956,1904.900024,1926.420044,4056800,1926.420044
20-09-18,1938.579956,1955,1932.25,1944.300049,3154900,1944.300049
21-09-18,1954.219971,1957.310059,1910.5,1915.01001,6855900,1915.01001
24-09-18,1903.790039,1936.880005,1865,1934.359985,4213700,1934.359985
25-09-18,1942.900024,1975.910034,1938.849976,1974.550049,4538400,1974.550049
26-09-18,1968.5,1995.25,1961.52002,1974.849976,4313500,1974.849976
27-09-18,1993.23999,2016.160034,1988.579956,2012.97998,4329400,2012.97998
28-09-18,2004.410034,2026.52002,1996.459961,2003,4085100,2003
01-10-18,2021.98999,2033.189941,2003.599976,2004.359985,3460500,2004.359985
02-10-18,1999.98999,2013.390015,1965.77002,1971.310059,5400700,1971.310059
03-10-18,1981.699951,1989.699951,1949.810059,1952.76001,5253100,1952.76001
04-10-18,1949,1956,1896.569946,1909.420044,7257000,1909.420044
05-10-18,1917.98999,1929.079956,1862.829956,1889.650024,6822300,1889.650024
08-10-18,1874,1902,1830.660034,1864.420044,7393200,1864.420044
09-10-18,1859.98999,1896.680054,1852.319946,1870.319946,4772900,1870.319946
10-10-18,1857.890015,1858.560059,1754.410034,1755.25,10988900,1755.25
11-10-18,1724,1755.400024,1685.099976,1719.359985,13935900,1719.359985
12-10-18,1808,1808.949951,1742.530029,1788.609985,9444600,1788.609985
15-10-18,1795,1795.050049,1734.22998,1760.949951,6437200,1760.949951
16-10-18,1783.5,1823.880005,1761.550049,1819.959961,5859900,1819.959961
17-10-18,1842.790039,1845,1807,1831.72998,5295200,1831.72998
18-10-18,1821.48999,1830.150024,1767.869995,1770.719971,5874000,1770.719971
19-10-18,1785.160034,1809.099976,1753,1764.030029,5907200,1764.030029
22-10-18,1784,1809.5,1756,1789.300049,4500000,1789.300049
23-10-18,1742.23999,1776.339966,1714,1768.699951,6723900,1768.699951
24-10-18,1773.699951,1777.709961,1656.560059,1664.199951,6928400,1664.199951
25-10-18,1703.339966,1794.810059,1692.01001,1782.170044,10285700,1782.170044
26-10-18,1649.589966,1698.459961,1603,1642.810059,14963800,1642.810059
29-10-18,1660,1665.73999,1495,1538.880005,13866100,1538.880005
30-10-18,1486.160034,1540.98999,1476.359985,1530.420044,12460100,1530.420044
31-10-18,1569.98999,1623.910034,1565.089966,1598.01001,9390200,1598.01001
01-11-18,1623.530029,1670.449951,1598.439941,1665.530029,8135500,1665.530029
02-11-18,1678.589966,1697.439941,1651.829956,1665.530029,6955500,1665.530029
05-11-18,1657.569946,1658.089966,1596.359985,1627.800049,5624700,1627.800049
06-11-18,1618.349976,1665,1614.550049,1642.810059,4257400,1642.810059
07-11-18,1673,1759.22998,1664.079956,1755.48999,8192200,1755.48999
08-11-18,1755,1784,1725.109985,1754.910034,6534900,1754.910034
09-11-18,1732.5,1743.920044,1701.869995,1712.430054,5902200,1712.430054
12-11-18,1698.23999,1708.550049,1630.01001,1636.849976,6806200,1636.849976
13-11-18,1649.290039,1677.060059,1613.75,1631.170044,5933300,1631.170044
14-11-18,1656.319946,1673,1597.069946,1599.01001,6458900,1599.01001
