timestamp,open,high,low,close,volume
2018-10-17 12:50:00,110.4500,110.5000,110.1400,110.1600,298849
2018-10-17 12:45:00,110.6000,110.7700,110.4300,110.4400,391145
2018-10-17 12:40:00,110.5850,110.6676,110.5100,110.6000,156363
2018-10-17 12:35:00,110.5900,110.6200,110.5500,110.5750,196158
2018-10-17 12:30:00,111.0100,111.0150,110.5770,110.5800,162303
2018-10-17 12:25:00,110.9800,111.0200,110.9288,111.0000,199069
2018-10-17 12:20:00,110.8000,111.0500,110.8000,110.9500,257437
2018-10-17 12:15:00,110.7500,110.7800,110.4800,110.7700,224708
2018-10-17 12:10:00,110.5800,110.7700,110.5300,110.7500,204075
2018-10-17 12:05:00,110.7600,110.7800,110.5500,110.6200,185304
2018-10-17 12:00:00,110.6749,110.7700,110.5000,110.7300,216838
2018-10-17 11:55:00,110.6600,110.7300,110.5900,110.6900,229168
2018-10-17 11:50:00,110.7100,110.7600,110.6400,110.6450,475922
2018-10-17 11:45:00,110.0700,110.7000,110.0700,110.7000,309428
2018-10-17 11:40:00,110.1100,110.2010,109.9900,110.0450,142607
2018-10-17 11:35:00,110.5000,110.5100,110.0600,110.0600,205217
2018-10-17 11:30:00,110.4200,110.4800,110.3150,110.4300,178026
2018-10-17 11:25:00,110.3687,110.5300,110.3687,110.4200,264497
2018-10-17 11:20:00,110.2300,110.4600,110.1300,110.4000,226626
2018-10-17 11:15:00,110.2600,110.2900,110.1600,110.2000,151197
2018-10-17 11:10:00,109.7500,110.2650,109.6900,110.2400,284270
2018-10-17 11:05:00,109.8300,109.9500,109.7500,109.7700,249375
2018-10-17 11:00:00,109.8000,109.9600,109.8000,109.8500,243859
2018-10-17 10:55:00,109.7800,109.8600,109.5500,109.8000,334268
2018-10-17 10:50:00,109.6300,109.8300,109.5600,109.8000,320279
2018-10-17 10:45:00,109.7950,109.8300,109.6299,109.6600,279120
2018-10-17 10:40:00,110.0100,110.0400,109.7200,109.8201,331090
2018-10-17 10:35:00,110.1400,110.2700,109.9100,109.9700,331469
2018-10-17 10:30:00,109.9700,110.1700,109.9700,110.1500,266425
2018-10-17 10:25:00,110.0600,110.1800,109.8400,109.9200,373902
2018-10-17 10:20:00,109.9900,110.1450,109.8900,110.0848,294388
2018-10-17 10:15:00,110.3700,110.3700,109.9200,109.9800,309155
2018-10-17 10:10:00,110.1200,110.3400,110.0400,110.3400,263969
2018-10-17 10:05:00,110.3400,110.3400,109.9700,110.0800,435142
2018-10-17 10:00:00,110.6500,110.6900,110.3100,110.3300,301136
2018-10-17 09:55:00,110.4300,110.7700,110.3000,110.7100,299755
2018-10-17 09:50:00,110.4800,110.6500,110.3500,110.5219,355089
2018-10-17 09:45:00,109.9700,110.5400,109.9700,110.4700,491732
2018-10-17 09:40:00,110.3600,110.5000,109.9300,109.9400,637788
2018-10-17 09:35:00,111.8100,111.8100,110.1600,110.3545,1564283
2018-10-16 16:00:00,111.2800,111.3200,110.9300,110.9400,5978252
2018-10-16 15:55:00,111.2400,111.4100,111.1000,111.2850,925917
2018-10-16 15:50:00,111.0600,111.2400,111.0450,111.2350,726478
2018-10-16 15:45:00,110.9050,111.0900,110.8800,111.0756,633965
2018-10-16 15:40:00,110.7750,110.9200,110.7350,110.9050,369049
2018-10-16 15:35:00,110.5900,110.7800,110.5000,110.7500,450902
2018-10-16 15:30:00,110.6300,110.6900,110.5800,110.5900,242605
2018-10-16 15:25:00,110.7500,110.7500,110.5800,110.6200,289486
2018-10-16 15:20:00,110.6700,110.8000,110.6300,110.7500,404012
2018-10-16 15:15:00,110.5800,110.6900,110.4600,110.6900,263518
2018-10-16 15:10:00,110.3400,110.6100,110.3241,110.6000,280813
2018-10-16 15:05:00,110.4000,110.4800,110.3000,110.3500,283124
2018-10-16 15:00:00,110.5200,110.5400,110.3500,110.4000,291532
2018-10-16 14:55:00,110.5700,110.5700,110.4700,110.5250,269858
2018-10-16 14:50:00,110.5641,110.6100,110.5100,110.5600,266241
2018-10-16 14:45:00,110.5600,110.6400,110.5400,110.5600,272171
2018-10-16 14:40:00,110.6300,110.6700,110.5590,110.5590,264558
2018-10-16 14:35:00,110.6900,110.7600,110.6050,110.6300,265182
2018-10-16 14:30:00,110.5700,110.7000,110.5700,110.6800,196065
2018-10-16 14:25:00,110.6250,110.6650,110.5200,110.5750,256452
2018-10-16 14:20:00,110.7300,110.7500,110.6200,110.6200,367946
